,Year,Location,Indicators,Products,UOM,Scalar Factor,Value
4953,2017,Newfoundland and Labrador,Interprovincial demand (exports),Convention fees,Dollars,millions,0.9
4954,2017,Newfoundland and Labrador,Interprovincial demand (exports),Pre-trip expenses,Dollars,millions,0.0
4955,2017,Newfoundland and Labrador,Interprovincial demand (exports),Total other products,Dollars,millions,66.8
4956,2017,Newfoundland and Labrador,Interprovincial demand (exports),Groceries,Dollars,millions,30.5
4957,2017,Newfoundland and Labrador,Interprovincial demand (exports),"Beer, wine, and liquor from stores",Dollars,millions,8.6
4958,2017,Newfoundland and Labrador,Interprovincial demand (exports),Urban transit and parking,Dollars,millions,0.3
4959,2017,Newfoundland and Labrador,Interprovincial demand (exports),Miscellaneous products,Dollars,millions,27.4
4960,2017,Newfoundland and Labrador,International demand (exports),Total tourism expenditures,Dollars,millions,156.8
4961,2017,Newfoundland and Labrador,International demand (exports),Total tourism products,Dollars,millions,126.4
4962,2017,Newfoundland and Labrador,International demand (exports),Total transportation,Dollars,millions,37.9
4963,2017,Newfoundland and Labrador,International demand (exports),Passenger air transport,Dollars,millions,22.7
4964,2017,Newfoundland and Labrador,International demand (exports),Passenger rail transport,Dollars,millions,0.0
4965,2017,Newfoundland and Labrador,International demand (exports),Passenger water transport,Dollars,millions,2.5
4966,2017,Newfoundland and Labrador,International demand (exports),"Interurban, charter and tour bus transport",Dollars,millions,0.5
4967,2017,Newfoundland and Labrador,International demand (exports),Taxis,Dollars,millions,0.3
4968,2017,Newfoundland and Labrador,International demand (exports),Vehicle rental,Dollars,millions,4.9
4969,2017,Newfoundland and Labrador,International demand (exports),Vehicle repairs and parts,Dollars,millions,2.4
4970,2017,Newfoundland and Labrador,International demand (exports),Vehicle fuel,Dollars,millions,4.6
4971,2017,Newfoundland and Labrador,International demand (exports),Total accommodation,Dollars,millions,49.4
4972,2017,Newfoundland and Labrador,International demand (exports),Hotels,Dollars,millions,32.1
4973,2017,Newfoundland and Labrador,International demand (exports),Motels,Dollars,millions,4.8
4974,2017,Newfoundland and Labrador,International demand (exports),Camping,Dollars,millions,1.8
4975,2017,Newfoundland and Labrador,International demand (exports),Other accommodation,Dollars,millions,10.7
4976,2017,Newfoundland and Labrador,International demand (exports),Total food and beverage services,Dollars,millions,27.8
4977,2017,Newfoundland and Labrador,International demand (exports),Meals from accommodation,Dollars,millions,1.7
4978,2017,Newfoundland and Labrador,International demand (exports),Meals from restaurants,Dollars,millions,20.9
4979,2017,Newfoundland and Labrador,International demand (exports),Alcoholic beverages from accommodation,Dollars,millions,0.4
4980,2017,Newfoundland and Labrador,International demand (exports),Alcoholic beverages from restaurants,Dollars,millions,4.1
4981,2017,Newfoundland and Labrador,International demand (exports),Meals and alcoholic beverages from other tourism industries,Dollars,millions,0.7
4982,2017,Newfoundland and Labrador,International demand (exports),Total other tourism products,Dollars,millions,11.3
4983,2017,Newfoundland and Labrador,International demand (exports),Recreation and entertainment,Dollars,millions,8.6
4984,2017,Newfoundland and Labrador,International demand (exports),Travel services,Dollars,millions,2.2
4985,2017,Newfoundland and Labrador,International demand (exports),Convention fees,Dollars,millions,0.5
4986,2017,Newfoundland and Labrador,International demand (exports),Pre-trip expenses,Dollars,millions,0.0
4987,2017,Newfoundland and Labrador,International demand (exports),Total other products,Dollars,millions,30.4
4988,2017,Newfoundland and Labrador,International demand (exports),Groceries,Dollars,millions,13.0
4989,2017,Newfoundland and Labrador,International demand (exports),"Beer, wine, and liquor from stores",Dollars,millions,3.7
4990,2017,Newfoundland and Labrador,International demand (exports),Urban transit and parking,Dollars,millions,0.1
4991,2017,Newfoundland and Labrador,International demand (exports),Miscellaneous products,Dollars,millions,13.6
4992,2017,Newfoundland and Labrador,Imports,Total tourism expenditures,Dollars,millions,792.0
4993,2017,Newfoundland and Labrador,Imports,Total tourism products,Dollars,millions,672.0
4994,2017,Newfoundland and Labrador,Imports,Total transportation,Dollars,millions,288.5
5003,2017,Newfoundland and Labrador,Imports,Total accommodation,Dollars,millions,192.5
5008,2017,Newfoundland and Labrador,Imports,Total food and beverage services,Dollars,millions,98.3
5014,2017,Newfoundland and Labrador,Imports,Total other tourism products,Dollars,millions,92.8
5019,2017,Newfoundland and Labrador,Imports,Total other products,Dollars,millions,120.0
5024,2017,Newfoundland and Labrador,Interprovincial imports,Total tourism expenditures,Dollars,millions,281.2
5025,2017,Newfoundland and Labrador,Interprovincial imports,Total tourism products,Dollars,millions,234.3
5026,2017,Newfoundland and Labrador,Interprovincial imports,Total transportation,Dollars,millions,118.1
5027,2017,Newfoundland and Labrador,Interprovincial imports,Passenger air transport,Dollars,millions,91.1
5028,2017,Newfoundland and Labrador,Interprovincial imports,Passenger rail transport,Dollars,millions,0.9
5029,2017,Newfoundland and Labrador,Interprovincial imports,Passenger water transport,Dollars,millions,0.8
5030,2017,Newfoundland and Labrador,Interprovincial imports,"Interurban, charter and tour bus transport",Dollars,millions,0.9
5031,2017,Newfoundland and Labrador,Interprovincial imports,Taxis,Dollars,millions,3.1
5032,2017,Newfoundland and Labrador,Interprovincial imports,Vehicle rental,Dollars,millions,10.6
5033,2017,Newfoundland and Labrador,Interprovincial imports,Vehicle repairs and parts,Dollars,millions,4.1
5034,2017,Newfoundland and Labrador,Interprovincial imports,Vehicle fuel,Dollars,millions,6.6
5035,2017,Newfoundland and Labrador,Interprovincial imports,Total accommodation,Dollars,millions,36.4
5036,2017,Newfoundland and Labrador,Interprovincial imports,Hotels,Dollars,millions,34.8
5037,2017,Newfoundland and Labrador,Interprovincial imports,Motels,Dollars,millions,0.7
5038,2017,Newfoundland and Labrador,Interprovincial imports,Camping,Dollars,millions,0.0
5039,2017,Newfoundland and Labrador,Interprovincial imports,Other accommodation,Dollars,millions,0.9
5040,2017,Newfoundland and Labrador,Interprovincial imports,Total food and beverage services,Dollars,millions,33.9
5041,2017,Newfoundland and Labrador,Interprovincial imports,Meals from accommodation,Dollars,millions,1.1
5042,2017,Newfoundland and Labrador,Interprovincial imports,Meals from restaurants,Dollars,millions,27.3
5043,2017,Newfoundland and Labrador,Interprovincial imports,Alcoholic beverages from accommodation,Dollars,millions,0.4
5044,2017,Newfoundland and Labrador,Interprovincial imports,Alcoholic beverages from restaurants,Dollars,millions,4.0
5045,2017,Newfoundland and Labrador,Interprovincial imports,Meals and alcoholic beverages from other tourism industries,Dollars,millions,1.1
5046,2017,Newfoundland and Labrador,Interprovincial imports,Total other tourism products,Dollars,millions,45.9
5047,2017,Newfoundland and Labrador,Interprovincial imports,Recreation and entertainment,Dollars,millions,10.9
5048,2017,Newfoundland and Labrador,Interprovincial imports,Travel services,Dollars,millions,31.9
5049,2017,Newfoundland and Labrador,Interprovincial imports,Convention fees,Dollars,millions,3.1
5051,2017,Newfoundland and Labrador,Interprovincial imports,Total other products,Dollars,millions,46.9
5052,2017,Newfoundland and Labrador,Interprovincial imports,Groceries,Dollars,millions,11.2
5053,2017,Newfoundland and Labrador,Interprovincial imports,"Beer, wine, and liquor from stores",Dollars,millions,2.3
5054,2017,Newfoundland and Labrador,Interprovincial imports,Urban transit and parking,Dollars,millions,1.1
5055,2017,Newfoundland and Labrador,Interprovincial imports,Miscellaneous products,Dollars,millions,32.3
5056,2017,Newfoundland and Labrador,International imports,Total tourism expenditures,Dollars,millions,510.7
5057,2017,Newfoundland and Labrador,International imports,Total tourism products,Dollars,millions,437.7
5058,2017,Newfoundland and Labrador,International imports,Total transportation,Dollars,millions,170.5
5067,2017,Newfoundland and Labrador,International imports,Total accommodation,Dollars,millions,156.0
5072,2017,Newfoundland and Labrador,International imports,Total food and beverage services,Dollars,millions,64.4
5078,2017,Newfoundland and Labrador,International imports,Total other tourism products,Dollars,millions,46.8
5083,2017,Newfoundland and Labrador,International imports,Total other products,Dollars,millions,73.0
5088,2017,Newfoundland and Labrador,Tourism product ratio,Total tourism expenditures,Percentage,millions,2.4
5089,2017,Newfoundland and Labrador,Tourism product ratio,Total tourism products,Percentage,millions,33.7
5090,2017,Newfoundland and Labrador,Tourism product ratio,Total transportation,Percentage,millions,31.2
5091,2017,Newfoundland and Labrador,Tourism product ratio,Passenger air transport,Percentage,millions,91.6
5092,2017,Newfoundland and Labrador,Tourism product ratio,Passenger rail transport,Percentage,millions,27.6
5093,2017,Newfoundland and Labrador,Tourism product ratio,Passenger water transport,Percentage,millions,23.8
5094,2017,Newfoundland and Labrador,Tourism product ratio,"Interurban, charter and tour bus transport",Percentage,millions,25.5
5095,2017,Newfoundland and Labrador,Tourism product ratio,Taxis,Percentage,millions,18.8
5096,2017,Newfoundland and Labrador,Tourism product ratio,Vehicle rental,Percentage,millions,61.4
5097,2017,Newfoundland and Labrador,Tourism product ratio,Vehicle repairs and parts,Percentage,millions,15.3
5098,2017,Newfoundland and Labrador,Tourism product ratio,Vehicle fuel,Percentage,millions,15.5
5099,2017,Newfoundland and Labrador,Tourism product ratio,Total accommodation,Percentage,millions,81.8
5100,2017,Newfoundland and Labrador,Tourism product ratio,Hotels,Percentage,millions,78.4
5101,2017,Newfoundland and Labrador,Tourism product ratio,Motels,Percentage,millions,80.7
5102,2017,Newfoundland and Labrador,Tourism product ratio,Camping,Percentage,millions,94.2
5103,2017,Newfoundland and Labrador,Tourism product ratio,Other accommodation,Percentage,millions,96.9
5104,2017,Newfoundland and Labrador,Tourism product ratio,Total food and beverage services,Percentage,millions,21.7
5105,2017,Newfoundland and Labrador,Tourism product ratio,Meals from accommodation,Percentage,millions,21.3
5106,2017,Newfoundland and Labrador,Tourism product ratio,Meals from restaurants,Percentage,millions,21.2
5107,2017,Newfoundland and Labrador,Tourism product ratio,Alcoholic beverages from accommodation,Percentage,millions,23.9
5108,2017,Newfoundland and Labrador,Tourism product ratio,Alcoholic beverages from restaurants,Percentage,millions,23.8
5109,2017,Newfoundland and Labrador,Tourism product ratio,Meals and alcoholic beverages from other tourism industries,Percentage,millions,22.0
5110,2017,Newfoundland and Labrador,Tourism product ratio,Total other tourism products,Percentage,millions,53.0
5111,2017,Newfoundland and Labrador,Tourism product ratio,Recreation and entertainment,Percentage,millions,30.2
5112,2017,Newfoundland and Labrador,Tourism product ratio,Travel services,Percentage,millions,98.0
5113,2017,Newfoundland and Labrador,Tourism product ratio,Convention fees,Percentage,millions,78.4
5114,2017,Newfoundland and Labrador,Tourism product ratio,Pre-trip expenses,Percentage,millions,100.0
5115,2017,Newfoundland and Labrador,Tourism product ratio,Total other products,Percentage,millions,0.5
5116,2017,Newfoundland and Labrador,Tourism product ratio,Groceries,Percentage,millions,6.2
5117,2017,Newfoundland and Labrador,Tourism product ratio,"Beer, wine, and liquor from stores",Percentage,millions,6.4
5118,2017,Newfoundland and Labrador,Tourism product ratio,Urban transit and parking,Percentage,millions,13.2
5119,2017,Newfoundland and Labrador,Tourism product ratio,Miscellaneous products,Percentage,millions,0.3
5120,2017,Prince Edward Island,Total domestic supply,Total tourism expenditures,Dollars,millions,11512.4
5121,2017,Prince Edward Island,Total domestic supply,Total tourism products,Dollars,millions,908.6
5122,2017,Prince Edward Island,Total domestic supply,Total transportation,Dollars,millions,414.1
5123,2017,Prince Edward Island,Total domestic supply,Passenger air transport,Dollars,millions,10.9
5124,2017,Prince Edward Island,Total domestic supply,Passenger rail transport,Dollars,millions,0.0
5125,2017,Prince Edward Island,Total domestic supply,Passenger water transport,Dollars,millions,6.3
5126,2017,Prince Edward Island,Total domestic supply,"Interurban, charter and tour bus transport",Dollars,millions,9.0
5127,2017,Prince Edward Island,Total domestic supply,Taxis,Dollars,millions,4.3
5128,2017,Prince Edward Island,Total domestic supply,Vehicle rental,Dollars,millions,12.0
5129,2017,Prince Edward Island,Total domestic supply,Vehicle repairs and parts,Dollars,millions,130.1
5130,2017,Prince Edward Island,Total domestic supply,Vehicle fuel,Dollars,millions,241.5
5131,2017,Prince Edward Island,Total domestic supply,Total accommodation,Dollars,millions,84.0
5132,2017,Prince Edward Island,Total domestic supply,Hotels,Dollars,millions,57.9
5133,2017,Prince Edward Island,Total domestic supply,Motels,Dollars,millions,6.7
5134,2017,Prince Edward Island,Total domestic supply,Camping,Dollars,millions,3.7
5135,2017,Prince Edward Island,Total domestic supply,Other accommodation,Dollars,millions,15.7
5136,2017,Prince Edward Island,Total domestic supply,Total food and beverage services,Dollars,millions,322.0
5137,2017,Prince Edward Island,Total domestic supply,Meals from accommodation,Dollars,millions,14.9
5138,2017,Prince Edward Island,Total domestic supply,Meals from restaurants,Dollars,millions,263.1
5139,2017,Prince Edward Island,Total domestic supply,Alcoholic beverages from accommodation,Dollars,millions,3.5
5140,2017,Prince Edward Island,Total domestic supply,Alcoholic beverages from restaurants,Dollars,millions,32.2
5141,2017,Prince Edward Island,Total domestic supply,Meals and alcoholic beverages from other tourism industries,Dollars,millions,8.3
5142,2017,Prince Edward Island,Total domestic supply,Total other tourism products,Dollars,millions,88.5
5143,2017,Prince Edward Island,Total domestic supply,Recreation and entertainment,Dollars,millions,60.4
5144,2017,Prince Edward Island,Total domestic supply,Travel services,Dollars,millions,6.0
5145,2017,Prince Edward Island,Total domestic supply,Convention fees,Dollars,millions,3.0
5146,2017,Prince Edward Island,Total domestic supply,Pre-trip expenses,Dollars,millions,19.1
5147,2017,Prince Edward Island,Total domestic supply,Total other products,Dollars,millions,10603.8
5148,2017,Prince Edward Island,Total domestic supply,Groceries,Dollars,millions,429.7
5149,2017,Prince Edward Island,Total domestic supply,"Beer, wine, and liquor from stores",Dollars,millions,92.1
5150,2017,Prince Edward Island,Total domestic supply,Urban transit and parking,Dollars,millions,0.9
5151,2017,Prince Edward Island,Total domestic supply,Miscellaneous products,Dollars,millions,10081.1
5152,2017,Prince Edward Island,Total demand,Total tourism expenditures,Dollars,millions,583.4
5153,2017,Prince Edward Island,Total demand,Total tourism products,Dollars,millions,410.4
5154,2017,Prince Edward Island,Total demand,Total transportation,Dollars,millions,118.7
5155,2017,Prince Edward Island,Total demand,Passenger air transport,Dollars,millions,10.2
5156,2017,Prince Edward Island,Total demand,Passenger rail transport,Dollars,millions,0.0
5157,2017,Prince Edward Island,Total demand,Passenger water transport,Dollars,millions,4.5
5158,2017,Prince Edward Island,Total demand,"Interurban, charter and tour bus transport",Dollars,millions,8.1
5159,2017,Prince Edward Island,Total demand,Taxis,Dollars,millions,1.1
5160,2017,Prince Edward Island,Total demand,Vehicle rental,Dollars,millions,9.6
5161,2017,Prince Edward Island,Total demand,Vehicle repairs and parts,Dollars,millions,29.4
5162,2017,Prince Edward Island,Total demand,Vehicle fuel,Dollars,millions,55.8
5163,2017,Prince Edward Island,Total demand,Total accommodation,Dollars,millions,80.7
5164,2017,Prince Edward Island,Total demand,Hotels,Dollars,millions,55.7
5165,2017,Prince Edward Island,Total demand,Motels,Dollars,millions,6.3
5166,2017,Prince Edward Island,Total demand,Camping,Dollars,millions,3.5
5167,2017,Prince Edward Island,Total demand,Other accommodation,Dollars,millions,15.2
5168,2017,Prince Edward Island,Total demand,Total food and beverage services,Dollars,millions,145.6
5169,2017,Prince Edward Island,Total demand,Meals from accommodation,Dollars,millions,6.6
5170,2017,Prince Edward Island,Total demand,Meals from restaurants,Dollars,millions,117.2
5171,2017,Prince Edward Island,Total demand,Alcoholic beverages from accommodation,Dollars,millions,1.7
5172,2017,Prince Edward Island,Total demand,Alcoholic beverages from restaurants,Dollars,millions,16.3
5173,2017,Prince Edward Island,Total demand,Meals and alcoholic beverages from other tourism industries,Dollars,millions,3.8
5174,2017,Prince Edward Island,Total demand,Total other tourism products,Dollars,millions,65.4
5175,2017,Prince Edward Island,Total demand,Recreation and entertainment,Dollars,millions,37.5
5176,2017,Prince Edward Island,Total demand,Travel services,Dollars,millions,5.9
5177,2017,Prince Edward Island,Total demand,Convention fees,Dollars,millions,2.9
5178,2017,Prince Edward Island,Total demand,Pre-trip expenses,Dollars,millions,19.1
5179,2017,Prince Edward Island,Total demand,Total other products,Dollars,millions,173.0
5180,2017,Prince Edward Island,Total demand,Groceries,Dollars,millions,61.5
5181,2017,Prince Edward Island,Total demand,"Beer, wine, and liquor from stores",Dollars,millions,13.5
5182,2017,Prince Edward Island,Total demand,Urban transit and parking,Dollars,millions,0.1
5183,2017,Prince Edward Island,Total demand,Miscellaneous products,Dollars,millions,97.9
5184,2017,Prince Edward Island,Domestic demand,Total tourism expenditures,Dollars,millions,98.5
5185,2017,Prince Edward Island,Domestic demand,Total tourism products,Dollars,millions,72.6
5186,2017,Prince Edward Island,Domestic demand,Total transportation,Dollars,millions,31.9
5187,2017,Prince Edward Island,Domestic demand,Passenger air transport,Dollars,millions,3.4
5188,2017,Prince Edward Island,Domestic demand,Passenger rail transport,Dollars,millions,0.0
5189,2017,Prince Edward Island,Domestic demand,Passenger water transport,Dollars,millions,0.2
5190,2017,Prince Edward Island,Domestic demand,"Interurban, charter and tour bus transport",Dollars,millions,0.8
5191,2017,Prince Edward Island,Domestic demand,Taxis,Dollars,millions,0.3
5192,2017,Prince Edward Island,Domestic demand,Vehicle rental,Dollars,millions,0.1
5193,2017,Prince Edward Island,Domestic demand,Vehicle repairs and parts,Dollars,millions,9.4
5194,2017,Prince Edward Island,Domestic demand,Vehicle fuel,Dollars,millions,17.7
5195,2017,Prince Edward Island,Domestic demand,Total accommodation,Dollars,millions,1.3
5196,2017,Prince Edward Island,Domestic demand,Hotels,Dollars,millions,0.8
5197,2017,Prince Edward Island,Domestic demand,Motels,Dollars,millions,0.3
5198,2017,Prince Edward Island,Domestic demand,Camping,Dollars,millions,0.2
5199,2017,Prince Edward Island,Domestic demand,Other accommodation,Dollars,millions,0.0
5200,2017,Prince Edward Island,Domestic demand,Total food and beverage services,Dollars,millions,14.3
5201,2017,Prince Edward Island,Domestic demand,Meals from accommodation,Dollars,millions,0.6
5202,2017,Prince Edward Island,Domestic demand,Meals from restaurants,Dollars,millions,11.4
5203,2017,Prince Edward Island,Domestic demand,Alcoholic beverages from accommodation,Dollars,millions,0.2
5204,2017,Prince Edward Island,Domestic demand,Alcoholic beverages from restaurants,Dollars,millions,1.7
5205,2017,Prince Edward Island,Domestic demand,Meals and alcoholic beverages from other tourism industries,Dollars,millions,0.4
5206,2017,Prince Edward Island,Domestic demand,Total other tourism products,Dollars,millions,25.1
5207,2017,Prince Edward Island,Domestic demand,Recreation and entertainment,Dollars,millions,5.0
5208,2017,Prince Edward Island,Domestic demand,Travel services,Dollars,millions,0.5
5209,2017,Prince Edward Island,Domestic demand,Convention fees,Dollars,millions,0.5
5210,2017,Prince Edward Island,Domestic demand,Pre-trip expenses,Dollars,millions,19.1
5211,2017,Prince Edward Island,Domestic demand,Total other products,Dollars,millions,25.9
5212,2017,Prince Edward Island,Domestic demand,Groceries,Dollars,millions,7.9
5213,2017,Prince Edward Island,Domestic demand,"Beer, wine, and liquor from stores",Dollars,millions,1.7
5214,2017,Prince Edward Island,Domestic demand,Urban transit and parking,Dollars,millions,0.1
5215,2017,Prince Edward Island,Domestic demand,Miscellaneous products,Dollars,millions,16.2
5216,2017,Prince Edward Island,Exports,Total tourism expenditures,Dollars,millions,484.9
5217,2017,Prince Edward Island,Exports,Total tourism products,Dollars,millions,337.8
5218,2017,Prince Edward Island,Exports,Total transportation,Dollars,millions,86.9
5219,2017,Prince Edward Island,Exports,Passenger air transport,Dollars,millions,6.8
5220,2017,Prince Edward Island,Exports,Passenger rail transport,Dollars,millions,0.0
5221,2017,Prince Edward Island,Exports,Passenger water transport,Dollars,millions,4.3
5222,2017,Prince Edward Island,Exports,"Interurban, charter and tour bus transport",Dollars,millions,7.3
5223,2017,Prince Edward Island,Exports,Taxis,Dollars,millions,0.8
5224,2017,Prince Edward Island,Exports,Vehicle rental,Dollars,millions,9.5
5225,2017,Prince Edward Island,Exports,Vehicle repairs and parts,Dollars,millions,20.1
5226,2017,Prince Edward Island,Exports,Vehicle fuel,Dollars,millions,38.1
5227,2017,Prince Edward Island,Exports,Total accommodation,Dollars,millions,79.3
5228,2017,Prince Edward Island,Exports,Hotels,Dollars,millions,54.9
5229,2017,Prince Edward Island,Exports,Motels,Dollars,millions,5.9
5230,2017,Prince Edward Island,Exports,Camping,Dollars,millions,3.3
5231,2017,Prince Edward Island,Exports,Other accommodation,Dollars,millions,15.2
5232,2017,Prince Edward Island,Exports,Total food and beverage services,Dollars,millions,131.4
5233,2017,Prince Edward Island,Exports,Meals from accommodation,Dollars,millions,6.0
5234,2017,Prince Edward Island,Exports,Meals from restaurants,Dollars,millions,105.7
5235,2017,Prince Edward Island,Exports,Alcoholic beverages from accommodation,Dollars,millions,1.6
5236,2017,Prince Edward Island,Exports,Alcoholic beverages from restaurants,Dollars,millions,14.6
5237,2017,Prince Edward Island,Exports,Meals and alcoholic beverages from other tourism industries,Dollars,millions,3.5
5238,2017,Prince Edward Island,Exports,Total other tourism products,Dollars,millions,40.2
5239,2017,Prince Edward Island,Exports,Recreation and entertainment,Dollars,millions,32.5
5240,2017,Prince Edward Island,Exports,Travel services,Dollars,millions,5.3
5241,2017,Prince Edward Island,Exports,Convention fees,Dollars,millions,2.4
5242,2017,Prince Edward Island,Exports,Pre-trip expenses,Dollars,millions,0.0
5243,2017,Prince Edward Island,Exports,Total other products,Dollars,millions,147.1
5244,2017,Prince Edward Island,Exports,Groceries,Dollars,millions,53.6
5245,2017,Prince Edward Island,Exports,"Beer, wine, and liquor from stores",Dollars,millions,11.8
5246,2017,Prince Edward Island,Exports,Urban transit and parking,Dollars,millions,0.0
5247,2017,Prince Edward Island,Exports,Miscellaneous products,Dollars,millions,81.7
5248,2017,Prince Edward Island,Interprovincial demand (exports),Total tourism expenditures,Dollars,millions,253.3
5249,2017,Prince Edward Island,Interprovincial demand (exports),Total tourism products,Dollars,millions,193.1
5250,2017,Prince Edward Island,Interprovincial demand (exports),Total transportation,Dollars,millions,59.6
5251,2017,Prince Edward Island,Interprovincial demand (exports),Passenger air transport,Dollars,millions,4.3
5252,2017,Prince Edward Island,Interprovincial demand (exports),Passenger rail transport,Dollars,millions,0.0
5253,2017,Prince Edward Island,Interprovincial demand (exports),Passenger water transport,Dollars,millions,0.6
5254,2017,Prince Edward Island,Interprovincial demand (exports),"Interurban, charter and tour bus transport",Dollars,millions,1.1
5255,2017,Prince Edward Island,Interprovincial demand (exports),Taxis,Dollars,millions,0.8
5256,2017,Prince Edward Island,Interprovincial demand (exports),Vehicle rental,Dollars,millions,5.0
5257,2017,Prince Edward Island,Interprovincial demand (exports),Vehicle repairs and parts,Dollars,millions,16.5
5258,2017,Prince Edward Island,Interprovincial demand (exports),Vehicle fuel,Dollars,millions,31.3
5259,2017,Prince Edward Island,Interprovincial demand (exports),Total accommodation,Dollars,millions,35.8
5260,2017,Prince Edward Island,Interprovincial demand (exports),Hotels,Dollars,millions,19.5
5261,2017,Prince Edward Island,Interprovincial demand (exports),Motels,Dollars,millions,4.3
5262,2017,Prince Edward Island,Interprovincial demand (exports),Camping,Dollars,millions,2.6
5263,2017,Prince Edward Island,Interprovincial demand (exports),Other accommodation,Dollars,millions,9.4
5264,2017,Prince Edward Island,Interprovincial demand (exports),Total food and beverage services,Dollars,millions,73.8
5265,2017,Prince Edward Island,Interprovincial demand (exports),Meals from accommodation,Dollars,millions,3.3
5266,2017,Prince Edward Island,Interprovincial demand (exports),Meals from restaurants,Dollars,millions,58.8
5267,2017,Prince Edward Island,Interprovincial demand (exports),Alcoholic beverages from accommodation,Dollars,millions,0.9
5268,2017,Prince Edward Island,Interprovincial demand (exports),Alcoholic beverages from restaurants,Dollars,millions,8.8
5269,2017,Prince Edward Island,Interprovincial demand (exports),Meals and alcoholic beverages from other tourism industries,Dollars,millions,2.0
5270,2017,Prince Edward Island,Interprovincial demand (exports),Total other tourism products,Dollars,millions,23.9
5271,2017,Prince Edward Island,Interprovincial demand (exports),Recreation and entertainment,Dollars,millions,18.0
5272,2017,Prince Edward Island,Interprovincial demand (exports),Travel services,Dollars,millions,5.2
5273,2017,Prince Edward Island,Interprovincial demand (exports),Convention fees,Dollars,millions,0.7
5274,2017,Prince Edward Island,Interprovincial demand (exports),Pre-trip expenses,Dollars,millions,0.0
5275,2017,Prince Edward Island,Interprovincial demand (exports),Total other products,Dollars,millions,60.2
5276,2017,Prince Edward Island,Interprovincial demand (exports),Groceries,Dollars,millions,29.3
5277,2017,Prince Edward Island,Interprovincial demand (exports),"Beer, wine, and liquor from stores",Dollars,millions,6.4
5278,2017,Prince Edward Island,Interprovincial demand (exports),Urban transit and parking,Dollars,millions,0.0
5279,2017,Prince Edward Island,Interprovincial demand (exports),Miscellaneous products,Dollars,millions,24.5
5280,2017,Prince Edward Island,International demand (exports),Total tourism expenditures,Dollars,millions,231.5
5281,2017,Prince Edward Island,International demand (exports),Total tourism products,Dollars,millions,144.7
5282,2017,Prince Edward Island,International demand (exports),Total transportation,Dollars,millions,27.3
5283,2017,Prince Edward Island,International demand (exports),Passenger air transport,Dollars,millions,2.5
5284,2017,Prince Edward Island,International demand (exports),Passenger rail transport,Dollars,millions,0.0
5285,2017,Prince Edward Island,International demand (exports),Passenger water transport,Dollars,millions,3.7
5286,2017,Prince Edward Island,International demand (exports),"Interurban, charter and tour bus transport",Dollars,millions,6.2
5287,2017,Prince Edward Island,International demand (exports),Taxis,Dollars,millions,0.1
5288,2017,Prince Edward Island,International demand (exports),Vehicle rental,Dollars,millions,4.4
5289,2017,Prince Edward Island,International demand (exports),Vehicle repairs and parts,Dollars,millions,3.6
5290,2017,Prince Edward Island,International demand (exports),Vehicle fuel,Dollars,millions,6.8
5291,2017,Prince Edward Island,International demand (exports),Total accommodation,Dollars,millions,43.5
5292,2017,Prince Edward Island,International demand (exports),Hotels,Dollars,millions,35.4
5293,2017,Prince Edward Island,International demand (exports),Motels,Dollars,millions,1.6
5294,2017,Prince Edward Island,International demand (exports),Camping,Dollars,millions,0.7
5295,2017,Prince Edward Island,International demand (exports),Other accommodation,Dollars,millions,5.8
5296,2017,Prince Edward Island,International demand (exports),Total food and beverage services,Dollars,millions,57.5
5297,2017,Prince Edward Island,International demand (exports),Meals from accommodation,Dollars,millions,2.7
5298,2017,Prince Edward Island,International demand (exports),Meals from restaurants,Dollars,millions,47.0
5299,2017,Prince Edward Island,International demand (exports),Alcoholic beverages from accommodation,Dollars,millions,0.6
5300,2017,Prince Edward Island,International demand (exports),Alcoholic beverages from restaurants,Dollars,millions,5.7
5301,2017,Prince Edward Island,International demand (exports),Meals and alcoholic beverages from other tourism industries,Dollars,millions,1.5
5302,2017,Prince Edward Island,International demand (exports),Total other tourism products,Dollars,millions,16.4
5303,2017,Prince Edward Island,International demand (exports),Recreation and entertainment,Dollars,millions,14.5
5304,2017,Prince Edward Island,International demand (exports),Travel services,Dollars,millions,0.2
5305,2017,Prince Edward Island,International demand (exports),Convention fees,Dollars,millions,1.7
5306,2017,Prince Edward Island,International demand (exports),Pre-trip expenses,Dollars,millions,0.0
5307,2017,Prince Edward Island,International demand (exports),Total other products,Dollars,millions,86.8
5308,2017,Prince Edward Island,International demand (exports),Groceries,Dollars,millions,24.3
5309,2017,Prince Edward Island,International demand (exports),"Beer, wine, and liquor from stores",Dollars,millions,5.3
5310,2017,Prince Edward Island,International demand (exports),Urban transit and parking,Dollars,millions,0.0
5311,2017,Prince Edward Island,International demand (exports),Miscellaneous products,Dollars,millions,57.2
5312,2017,Prince Edward Island,Imports,Total tourism expenditures,Dollars,millions,171.8
5313,2017,Prince Edward Island,Imports,Total tourism products,Dollars,millions,139.0
5314,2017,Prince Edward Island,Imports,Total transportation,Dollars,millions,52.8
5323,2017,Prince Edward Island,Imports,Total accommodation,Dollars,millions,31.4
5328,2017,Prince Edward Island,Imports,Total food and beverage services,Dollars,millions,34.4
5334,2017,Prince Edward Island,Imports,Total other tourism products,Dollars,millions,20.3
5339,2017,Prince Edward Island,Imports,Total other products,Dollars,millions,32.9
