,Year,Province,Products,VALUE
4969,2017,Newfoundland and Labrador,Vehicle repairs and parts,2.4
4970,2017,Newfoundland and Labrador,Vehicle fuel,4.6
4971,2017,Newfoundland and Labrador,Total accommodation,49.4
4972,2017,Newfoundland and Labrador,Hotels,32.1
4973,2017,Newfoundland and Labrador,Motels,4.8
4974,2017,Newfoundland and Labrador,Camping,1.8
4975,2017,Newfoundland and Labrador,Other accommodation,10.7
4976,2017,Newfoundland and Labrador,Total food and beverage services,27.8
4977,2017,Newfoundland and Labrador,Meals from accommodation,1.7
4978,2017,Newfoundland and Labrador,Meals from restaurants,20.9
4979,2017,Newfoundland and Labrador,Alcoholic beverages from accommodation,0.4
4980,2017,Newfoundland and Labrador,Alcoholic beverages from restaurants,4.1
4981,2017,Newfoundland and Labrador,Meals and alcoholic beverages from other tourism industries,0.7
4982,2017,Newfoundland and Labrador,Total other tourism products,11.3
4983,2017,Newfoundland and Labrador,Recreation and entertainment,8.6
4984,2017,Newfoundland and Labrador,Travel services,2.2
4985,2017,Newfoundland and Labrador,Convention fees,0.5
4986,2017,Newfoundland and Labrador,Pre-trip expenses,0.0
4987,2017,Newfoundland and Labrador,Total other products,30.4
4988,2017,Newfoundland and Labrador,Groceries,13.0
4989,2017,Newfoundland and Labrador,"Beer, wine, and liquor from stores",3.7
4990,2017,Newfoundland and Labrador,Urban transit and parking,0.1
4991,2017,Newfoundland and Labrador,Miscellaneous products,13.6
4992,2017,Newfoundland and Labrador,Total tourism expenditures,792.0
4993,2017,Newfoundland and Labrador,Total tourism products,672.0
4994,2017,Newfoundland and Labrador,Total transportation,288.5
4995,2017,Newfoundland and Labrador,Passenger air transport,
4996,2017,Newfoundland and Labrador,Passenger rail transport,
4997,2017,Newfoundland and Labrador,Passenger water transport,
4998,2017,Newfoundland and Labrador,"Interurban, charter and tour bus transport",
4999,2017,Newfoundland and Labrador,Taxis,
5000,2017,Newfoundland and Labrador,Vehicle rental,
5001,2017,Newfoundland and Labrador,Vehicle repairs and parts,
5002,2017,Newfoundland and Labrador,Vehicle fuel,
5003,2017,Newfoundland and Labrador,Total accommodation,192.5
5004,2017,Newfoundland and Labrador,Hotels,
5005,2017,Newfoundland and Labrador,Motels,
5006,2017,Newfoundland and Labrador,Camping,
5007,2017,Newfoundland and Labrador,Other accommodation,
5008,2017,Newfoundland and Labrador,Total food and beverage services,98.3
5009,2017,Newfoundland and Labrador,Meals from accommodation,
5010,2017,Newfoundland and Labrador,Meals from restaurants,
5011,2017,Newfoundland and Labrador,Alcoholic beverages from accommodation,
5012,2017,Newfoundland and Labrador,Alcoholic beverages from restaurants,
5013,2017,Newfoundland and Labrador,Meals and alcoholic beverages from other tourism industries,
5014,2017,Newfoundland and Labrador,Total other tourism products,92.8
5015,2017,Newfoundland and Labrador,Recreation and entertainment,
5016,2017,Newfoundland and Labrador,Travel services,
5017,2017,Newfoundland and Labrador,Convention fees,
5018,2017,Newfoundland and Labrador,Pre-trip expenses,
5019,2017,Newfoundland and Labrador,Total other products,120.0
5020,2017,Newfoundland and Labrador,Groceries,
5021,2017,Newfoundland and Labrador,"Beer, wine, and liquor from stores",
5022,2017,Newfoundland and Labrador,Urban transit and parking,
5023,2017,Newfoundland and Labrador,Miscellaneous products,
5024,2017,Newfoundland and Labrador,Total tourism expenditures,281.2
5025,2017,Newfoundland and Labrador,Total tourism products,234.3
5026,2017,Newfoundland and Labrador,Total transportation,118.1
5027,2017,Newfoundland and Labrador,Passenger air transport,91.1
5028,2017,Newfoundland and Labrador,Passenger rail transport,0.9
5029,2017,Newfoundland and Labrador,Passenger water transport,0.8
5030,2017,Newfoundland and Labrador,"Interurban, charter and tour bus transport",0.9
5031,2017,Newfoundland and Labrador,Taxis,3.1
5032,2017,Newfoundland and Labrador,Vehicle rental,10.6
5033,2017,Newfoundland and Labrador,Vehicle repairs and parts,4.1
5034,2017,Newfoundland and Labrador,Vehicle fuel,6.6
5035,2017,Newfoundland and Labrador,Total accommodation,36.4
5036,2017,Newfoundland and Labrador,Hotels,34.8
5037,2017,Newfoundland and Labrador,Motels,0.7
5038,2017,Newfoundland and Labrador,Camping,0.0
5039,2017,Newfoundland and Labrador,Other accommodation,0.9
5040,2017,Newfoundland and Labrador,Total food and beverage services,33.9
5041,2017,Newfoundland and Labrador,Meals from accommodation,1.1
5042,2017,Newfoundland and Labrador,Meals from restaurants,27.3
5043,2017,Newfoundland and Labrador,Alcoholic beverages from accommodation,0.4
5044,2017,Newfoundland and Labrador,Alcoholic beverages from restaurants,4.0
5045,2017,Newfoundland and Labrador,Meals and alcoholic beverages from other tourism industries,1.1
5046,2017,Newfoundland and Labrador,Total other tourism products,45.9
5047,2017,Newfoundland and Labrador,Recreation and entertainment,10.9
5048,2017,Newfoundland and Labrador,Travel services,31.9
5049,2017,Newfoundland and Labrador,Convention fees,3.1
5050,2017,Newfoundland and Labrador,Pre-trip expenses,
5051,2017,Newfoundland and Labrador,Total other products,46.9
5052,2017,Newfoundland and Labrador,Groceries,11.2
5053,2017,Newfoundland and Labrador,"Beer, wine, and liquor from stores",2.3
5054,2017,Newfoundland and Labrador,Urban transit and parking,1.1
5055,2017,Newfoundland and Labrador,Miscellaneous products,32.3
5056,2017,Newfoundland and Labrador,Total tourism expenditures,510.7
5057,2017,Newfoundland and Labrador,Total tourism products,437.7
5058,2017,Newfoundland and Labrador,Total transportation,170.5
5059,2017,Newfoundland and Labrador,Passenger air transport,
5060,2017,Newfoundland and Labrador,Passenger rail transport,
5061,2017,Newfoundland and Labrador,Passenger water transport,
5062,2017,Newfoundland and Labrador,"Interurban, charter and tour bus transport",
5063,2017,Newfoundland and Labrador,Taxis,
5064,2017,Newfoundland and Labrador,Vehicle rental,
5065,2017,Newfoundland and Labrador,Vehicle repairs and parts,
5066,2017,Newfoundland and Labrador,Vehicle fuel,
5067,2017,Newfoundland and Labrador,Total accommodation,156.0
5068,2017,Newfoundland and Labrador,Hotels,
5069,2017,Newfoundland and Labrador,Motels,
5070,2017,Newfoundland and Labrador,Camping,
5071,2017,Newfoundland and Labrador,Other accommodation,
5072,2017,Newfoundland and Labrador,Total food and beverage services,64.4
5073,2017,Newfoundland and Labrador,Meals from accommodation,
5074,2017,Newfoundland and Labrador,Meals from restaurants,
5075,2017,Newfoundland and Labrador,Alcoholic beverages from accommodation,
5076,2017,Newfoundland and Labrador,Alcoholic beverages from restaurants,
5077,2017,Newfoundland and Labrador,Meals and alcoholic beverages from other tourism industries,
5078,2017,Newfoundland and Labrador,Total other tourism products,46.8
5079,2017,Newfoundland and Labrador,Recreation and entertainment,
5080,2017,Newfoundland and Labrador,Travel services,
5081,2017,Newfoundland and Labrador,Convention fees,
5082,2017,Newfoundland and Labrador,Pre-trip expenses,
5083,2017,Newfoundland and Labrador,Total other products,73.0
5084,2017,Newfoundland and Labrador,Groceries,
5085,2017,Newfoundland and Labrador,"Beer, wine, and liquor from stores",
5086,2017,Newfoundland and Labrador,Urban transit and parking,
5087,2017,Newfoundland and Labrador,Miscellaneous products,
5088,2017,Newfoundland and Labrador,Total tourism expenditures,2.4
5089,2017,Newfoundland and Labrador,Total tourism products,33.7
5090,2017,Newfoundland and Labrador,Total transportation,31.2
5091,2017,Newfoundland and Labrador,Passenger air transport,91.6
5092,2017,Newfoundland and Labrador,Passenger rail transport,27.6
5093,2017,Newfoundland and Labrador,Passenger water transport,23.8
5094,2017,Newfoundland and Labrador,"Interurban, charter and tour bus transport",25.5
5095,2017,Newfoundland and Labrador,Taxis,18.8
5096,2017,Newfoundland and Labrador,Vehicle rental,61.4
5097,2017,Newfoundland and Labrador,Vehicle repairs and parts,15.3
5098,2017,Newfoundland and Labrador,Vehicle fuel,15.5
5099,2017,Newfoundland and Labrador,Total accommodation,81.8
5100,2017,Newfoundland and Labrador,Hotels,78.4
5101,2017,Newfoundland and Labrador,Motels,80.7
5102,2017,Newfoundland and Labrador,Camping,94.2
5103,2017,Newfoundland and Labrador,Other accommodation,96.9
5104,2017,Newfoundland and Labrador,Total food and beverage services,21.7
5105,2017,Newfoundland and Labrador,Meals from accommodation,21.3
5106,2017,Newfoundland and Labrador,Meals from restaurants,21.2
5107,2017,Newfoundland and Labrador,Alcoholic beverages from accommodation,23.9
5108,2017,Newfoundland and Labrador,Alcoholic beverages from restaurants,23.8
5109,2017,Newfoundland and Labrador,Meals and alcoholic beverages from other tourism industries,22.0
5110,2017,Newfoundland and Labrador,Total other tourism products,53.0
5111,2017,Newfoundland and Labrador,Recreation and entertainment,30.2
5112,2017,Newfoundland and Labrador,Travel services,98.0
5113,2017,Newfoundland and Labrador,Convention fees,78.4
5114,2017,Newfoundland and Labrador,Pre-trip expenses,100.0
5115,2017,Newfoundland and Labrador,Total other products,0.5
5116,2017,Newfoundland and Labrador,Groceries,6.2
5117,2017,Newfoundland and Labrador,"Beer, wine, and liquor from stores",6.4
5118,2017,Newfoundland and Labrador,Urban transit and parking,13.2
5119,2017,Newfoundland and Labrador,Miscellaneous products,0.3
5120,2017,Prince Edward Island,Total tourism expenditures,11512.4
5121,2017,Prince Edward Island,Total tourism products,908.6
5122,2017,Prince Edward Island,Total transportation,414.1
5123,2017,Prince Edward Island,Passenger air transport,10.9
5124,2017,Prince Edward Island,Passenger rail transport,0.0
5125,2017,Prince Edward Island,Passenger water transport,6.3
5126,2017,Prince Edward Island,"Interurban, charter and tour bus transport",9.0
5127,2017,Prince Edward Island,Taxis,4.3
5128,2017,Prince Edward Island,Vehicle rental,12.0
5129,2017,Prince Edward Island,Vehicle repairs and parts,130.1
5130,2017,Prince Edward Island,Vehicle fuel,241.5
5131,2017,Prince Edward Island,Total accommodation,84.0
5132,2017,Prince Edward Island,Hotels,57.9
5133,2017,Prince Edward Island,Motels,6.7
5134,2017,Prince Edward Island,Camping,3.7
5135,2017,Prince Edward Island,Other accommodation,15.7
5136,2017,Prince Edward Island,Total food and beverage services,322.0
5137,2017,Prince Edward Island,Meals from accommodation,14.9
5138,2017,Prince Edward Island,Meals from restaurants,263.1
5139,2017,Prince Edward Island,Alcoholic beverages from accommodation,3.5
5140,2017,Prince Edward Island,Alcoholic beverages from restaurants,32.2
5141,2017,Prince Edward Island,Meals and alcoholic beverages from other tourism industries,8.3
5142,2017,Prince Edward Island,Total other tourism products,88.5
5143,2017,Prince Edward Island,Recreation and entertainment,60.4
5144,2017,Prince Edward Island,Travel services,6.0
5145,2017,Prince Edward Island,Convention fees,3.0
5146,2017,Prince Edward Island,Pre-trip expenses,19.1
5147,2017,Prince Edward Island,Total other products,10603.8
5148,2017,Prince Edward Island,Groceries,429.7
5149,2017,Prince Edward Island,"Beer, wine, and liquor from stores",92.1
5150,2017,Prince Edward Island,Urban transit and parking,0.9
5151,2017,Prince Edward Island,Miscellaneous products,10081.1
5152,2017,Prince Edward Island,Total tourism expenditures,583.4
5153,2017,Prince Edward Island,Total tourism products,410.4
5154,2017,Prince Edward Island,Total transportation,118.7
5155,2017,Prince Edward Island,Passenger air transport,10.2
5156,2017,Prince Edward Island,Passenger rail transport,0.0
5157,2017,Prince Edward Island,Passenger water transport,4.5
5158,2017,Prince Edward Island,"Interurban, charter and tour bus transport",8.1
5159,2017,Prince Edward Island,Taxis,1.1
5160,2017,Prince Edward Island,Vehicle rental,9.6
5161,2017,Prince Edward Island,Vehicle repairs and parts,29.4
5162,2017,Prince Edward Island,Vehicle fuel,55.8
5163,2017,Prince Edward Island,Total accommodation,80.7
5164,2017,Prince Edward Island,Hotels,55.7
5165,2017,Prince Edward Island,Motels,6.3
5166,2017,Prince Edward Island,Camping,3.5
5167,2017,Prince Edward Island,Other accommodation,15.2
5168,2017,Prince Edward Island,Total food and beverage services,145.6
5169,2017,Prince Edward Island,Meals from accommodation,6.6
5170,2017,Prince Edward Island,Meals from restaurants,117.2
5171,2017,Prince Edward Island,Alcoholic beverages from accommodation,1.7
5172,2017,Prince Edward Island,Alcoholic beverages from restaurants,16.3
5173,2017,Prince Edward Island,Meals and alcoholic beverages from other tourism industries,3.8
5174,2017,Prince Edward Island,Total other tourism products,65.4
5175,2017,Prince Edward Island,Recreation and entertainment,37.5
5176,2017,Prince Edward Island,Travel services,5.9
5177,2017,Prince Edward Island,Convention fees,2.9
5178,2017,Prince Edward Island,Pre-trip expenses,19.1
5179,2017,Prince Edward Island,Total other products,173.0
5180,2017,Prince Edward Island,Groceries,61.5
5181,2017,Prince Edward Island,"Beer, wine, and liquor from stores",13.5
5182,2017,Prince Edward Island,Urban transit and parking,0.1
5183,2017,Prince Edward Island,Miscellaneous products,97.9
5184,2017,Prince Edward Island,Total tourism expenditures,98.5
5185,2017,Prince Edward Island,Total tourism products,72.6
5186,2017,Prince Edward Island,Total transportation,31.9
5187,2017,Prince Edward Island,Passenger air transport,3.4
5188,2017,Prince Edward Island,Passenger rail transport,0.0
5189,2017,Prince Edward Island,Passenger water transport,0.2
5190,2017,Prince Edward Island,"Interurban, charter and tour bus transport",0.8
5191,2017,Prince Edward Island,Taxis,0.3
5192,2017,Prince Edward Island,Vehicle rental,0.1
5193,2017,Prince Edward Island,Vehicle repairs and parts,9.4
5194,2017,Prince Edward Island,Vehicle fuel,17.7
5195,2017,Prince Edward Island,Total accommodation,1.3
5196,2017,Prince Edward Island,Hotels,0.8
5197,2017,Prince Edward Island,Motels,0.3
5198,2017,Prince Edward Island,Camping,0.2
5199,2017,Prince Edward Island,Other accommodation,0.0
5200,2017,Prince Edward Island,Total food and beverage services,14.3
5201,2017,Prince Edward Island,Meals from accommodation,0.6
5202,2017,Prince Edward Island,Meals from restaurants,11.4
5203,2017,Prince Edward Island,Alcoholic beverages from accommodation,0.2
5204,2017,Prince Edward Island,Alcoholic beverages from restaurants,1.7
5205,2017,Prince Edward Island,Meals and alcoholic beverages from other tourism industries,0.4
5206,2017,Prince Edward Island,Total other tourism products,25.1
5207,2017,Prince Edward Island,Recreation and entertainment,5.0
5208,2017,Prince Edward Island,Travel services,0.5
5209,2017,Prince Edward Island,Convention fees,0.5
5210,2017,Prince Edward Island,Pre-trip expenses,19.1
5211,2017,Prince Edward Island,Total other products,25.9
5212,2017,Prince Edward Island,Groceries,7.9
5213,2017,Prince Edward Island,"Beer, wine, and liquor from stores",1.7
5214,2017,Prince Edward Island,Urban transit and parking,0.1
5215,2017,Prince Edward Island,Miscellaneous products,16.2
5216,2017,Prince Edward Island,Total tourism expenditures,484.9
5217,2017,Prince Edward Island,Total tourism products,337.8
5218,2017,Prince Edward Island,Total transportation,86.9
5219,2017,Prince Edward Island,Passenger air transport,6.8
5220,2017,Prince Edward Island,Passenger rail transport,0.0
5221,2017,Prince Edward Island,Passenger water transport,4.3
5222,2017,Prince Edward Island,"Interurban, charter and tour bus transport",7.3
5223,2017,Prince Edward Island,Taxis,0.8
5224,2017,Prince Edward Island,Vehicle rental,9.5
5225,2017,Prince Edward Island,Vehicle repairs and parts,20.1
5226,2017,Prince Edward Island,Vehicle fuel,38.1
5227,2017,Prince Edward Island,Total accommodation,79.3
5228,2017,Prince Edward Island,Hotels,54.9
5229,2017,Prince Edward Island,Motels,5.9
5230,2017,Prince Edward Island,Camping,3.3
5231,2017,Prince Edward Island,Other accommodation,15.2
5232,2017,Prince Edward Island,Total food and beverage services,131.4
5233,2017,Prince Edward Island,Meals from accommodation,6.0
5234,2017,Prince Edward Island,Meals from restaurants,105.7
5235,2017,Prince Edward Island,Alcoholic beverages from accommodation,1.6
5236,2017,Prince Edward Island,Alcoholic beverages from restaurants,14.6
5237,2017,Prince Edward Island,Meals and alcoholic beverages from other tourism industries,3.5
5238,2017,Prince Edward Island,Total other tourism products,40.2
5239,2017,Prince Edward Island,Recreation and entertainment,32.5
5240,2017,Prince Edward Island,Travel services,5.3
5241,2017,Prince Edward Island,Convention fees,2.4
5242,2017,Prince Edward Island,Pre-trip expenses,0.0
5243,2017,Prince Edward Island,Total other products,147.1
5244,2017,Prince Edward Island,Groceries,53.6
5245,2017,Prince Edward Island,"Beer, wine, and liquor from stores",11.8
5246,2017,Prince Edward Island,Urban transit and parking,0.0
5247,2017,Prince Edward Island,Miscellaneous products,81.7
5248,2017,Prince Edward Island,Total tourism expenditures,253.3
5249,2017,Prince Edward Island,Total tourism products,193.1
5250,2017,Prince Edward Island,Total transportation,59.6
5251,2017,Prince Edward Island,Passenger air transport,4.3
5252,2017,Prince Edward Island,Passenger rail transport,0.0
5253,2017,Prince Edward Island,Passenger water transport,0.6
5254,2017,Prince Edward Island,"Interurban, charter and tour bus transport",1.1
5255,2017,Prince Edward Island,Taxis,0.8
5256,2017,Prince Edward Island,Vehicle rental,5.0
5257,2017,Prince Edward Island,Vehicle repairs and parts,16.5
5258,2017,Prince Edward Island,Vehicle fuel,31.3
5259,2017,Prince Edward Island,Total accommodation,35.8
5260,2017,Prince Edward Island,Hotels,19.5
5261,2017,Prince Edward Island,Motels,4.3
5262,2017,Prince Edward Island,Camping,2.6
5263,2017,Prince Edward Island,Other accommodation,9.4
5264,2017,Prince Edward Island,Total food and beverage services,73.8
5265,2017,Prince Edward Island,Meals from accommodation,3.3
5266,2017,Prince Edward Island,Meals from restaurants,58.8
5267,2017,Prince Edward Island,Alcoholic beverages from accommodation,0.9
5268,2017,Prince Edward Island,Alcoholic beverages from restaurants,8.8
5269,2017,Prince Edward Island,Meals and alcoholic beverages from other tourism industries,2.0
5270,2017,Prince Edward Island,Total other tourism products,23.9
5271,2017,Prince Edward Island,Recreation and entertainment,18.0
5272,2017,Prince Edward Island,Travel services,5.2
5273,2017,Prince Edward Island,Convention fees,0.7
5274,2017,Prince Edward Island,Pre-trip expenses,0.0
5275,2017,Prince Edward Island,Total other products,60.2
5276,2017,Prince Edward Island,Groceries,29.3
5277,2017,Prince Edward Island,"Beer, wine, and liquor from stores",6.4
5278,2017,Prince Edward Island,Urban transit and parking,0.0
5279,2017,Prince Edward Island,Miscellaneous products,24.5
5280,2017,Prince Edward Island,Total tourism expenditures,231.5
5281,2017,Prince Edward Island,Total tourism products,144.7
5282,2017,Prince Edward Island,Total transportation,27.3
5283,2017,Prince Edward Island,Passenger air transport,2.5
5284,2017,Prince Edward Island,Passenger rail transport,0.0
5285,2017,Prince Edward Island,Passenger water transport,3.7
5286,2017,Prince Edward Island,"Interurban, charter and tour bus transport",6.2
5287,2017,Prince Edward Island,Taxis,0.1
5288,2017,Prince Edward Island,Vehicle rental,4.4
5289,2017,Prince Edward Island,Vehicle repairs and parts,3.6
5290,2017,Prince Edward Island,Vehicle fuel,6.8
5291,2017,Prince Edward Island,Total accommodation,43.5
5292,2017,Prince Edward Island,Hotels,35.4
5293,2017,Prince Edward Island,Motels,1.6
5294,2017,Prince Edward Island,Camping,0.7
5295,2017,Prince Edward Island,Other accommodation,5.8
5296,2017,Prince Edward Island,Total food and beverage services,57.5
5297,2017,Prince Edward Island,Meals from accommodation,2.7
5298,2017,Prince Edward Island,Meals from restaurants,47.0
5299,2017,Prince Edward Island,Alcoholic beverages from accommodation,0.6
5300,2017,Prince Edward Island,Alcoholic beverages from restaurants,5.7
5301,2017,Prince Edward Island,Meals and alcoholic beverages from other tourism industries,1.5
5302,2017,Prince Edward Island,Total other tourism products,16.4
5303,2017,Prince Edward Island,Recreation and entertainment,14.5
5304,2017,Prince Edward Island,Travel services,0.2
5305,2017,Prince Edward Island,Convention fees,1.7
5306,2017,Prince Edward Island,Pre-trip expenses,0.0
5307,2017,Prince Edward Island,Total other products,86.8
5308,2017,Prince Edward Island,Groceries,24.3
5309,2017,Prince Edward Island,"Beer, wine, and liquor from stores",5.3
5310,2017,Prince Edward Island,Urban transit and parking,0.0
5311,2017,Prince Edward Island,Miscellaneous products,57.2
5312,2017,Prince Edward Island,Total tourism expenditures,171.8
5313,2017,Prince Edward Island,Total tourism products,139.0
5314,2017,Prince Edward Island,Total transportation,52.8
5315,2017,Prince Edward Island,Passenger air transport,
5316,2017,Prince Edward Island,Passenger rail transport,
5317,2017,Prince Edward Island,Passenger water transport,
5318,2017,Prince Edward Island,"Interurban, charter and tour bus transport",
5319,2017,Prince Edward Island,Taxis,
5320,2017,Prince Edward Island,Vehicle rental,
5321,2017,Prince Edward Island,Vehicle repairs and parts,
5322,2017,Prince Edward Island,Vehicle fuel,
5323,2017,Prince Edward Island,Total accommodation,31.4
5324,2017,Prince Edward Island,Hotels,
5325,2017,Prince Edward Island,Motels,
5326,2017,Prince Edward Island,Camping,
5327,2017,Prince Edward Island,Other accommodation,
5328,2017,Prince Edward Island,Total food and beverage services,34.4
5329,2017,Prince Edward Island,Meals from accommodation,
5330,2017,Prince Edward Island,Meals from restaurants,
5331,2017,Prince Edward Island,Alcoholic beverages from accommodation,
5332,2017,Prince Edward Island,Alcoholic beverages from restaurants,
5333,2017,Prince Edward Island,Meals and alcoholic beverages from other tourism industries,
5334,2017,Prince Edward Island,Total other tourism products,20.3
5335,2017,Prince Edward Island,Recreation and entertainment,
5336,2017,Prince Edward Island,Travel services,
5337,2017,Prince Edward Island,Convention fees,
5338,2017,Prince Edward Island,Pre-trip expenses,
5339,2017,Prince Edward Island,Total other products,32.9
5340,2017,Prince Edward Island,Groceries,
5341,2017,Prince Edward Island,"Beer, wine, and liquor from stores",
5342,2017,Prince Edward Island,Urban transit and parking,
5343,2017,Prince Edward Island,Miscellaneous products,
5344,2017,Prince Edward Island,Total tourism expenditures,144.6
5345,2017,Prince Edward Island,Total tourism products,117.9
5346,2017,Prince Edward Island,Total transportation,45.7
5347,2017,Prince Edward Island,Passenger air transport,24.4
5348,2017,Prince Edward Island,Passenger rail transport,0.1
5349,2017,Prince Edward Island,Passenger water transport,0.8
5350,2017,Prince Edward Island,"Interurban, charter and tour bus transport",0.9
5351,2017,Prince Edward Island,Taxis,0.5
5352,2017,Prince Edward Island,Vehicle rental,1.9
5353,2017,Prince Edward Island,Vehicle repairs and parts,6.5
5354,2017,Prince Edward Island,Vehicle fuel,10.6
5355,2017,Prince Edward Island,Total accommodation,28.4
5356,2017,Prince Edward Island,Hotels,23.1
5357,2017,Prince Edward Island,Motels,3.6
5358,2017,Prince Edward Island,Camping,0.9
5359,2017,Prince Edward Island,Other accommodation,0.8
5360,2017,Prince Edward Island,Total food and beverage services,27.1
5361,2017,Prince Edward Island,Meals from accommodation,0.9
5362,2017,Prince Edward Island,Meals from restaurants,21.8
5363,2017,Prince Edward Island,Alcoholic beverages from accommodation,0.3
5364,2017,Prince Edward Island,Alcoholic beverages from restaurants,3.1
5365,2017,Prince Edward Island,Meals and alcoholic beverages from other tourism industries,1.0
5366,2017,Prince Edward Island,Total other tourism products,16.7
5367,2017,Prince Edward Island,Recreation and entertainment,5.7
5368,2017,Prince Edward Island,Travel services,9.8
5369,2017,Prince Edward Island,Convention fees,1.2
5370,2017,Prince Edward Island,Pre-trip expenses,
5371,2017,Prince Edward Island,Total other products,26.7
5372,2017,Prince Edward Island,Groceries,6.9
5373,2017,Prince Edward Island,"Beer, wine, and liquor from stores",1.5
5374,2017,Prince Edward Island,Urban transit and parking,0.2
5375,2017,Prince Edward Island,Miscellaneous products,18.1
5376,2017,Prince Edward Island,Total tourism expenditures,27.2
5377,2017,Prince Edward Island,Total tourism products,21.1
5378,2017,Prince Edward Island,Total transportation,7.1
5379,2017,Prince Edward Island,Passenger air transport,
5380,2017,Prince Edward Island,Passenger rail transport,
5381,2017,Prince Edward Island,Passenger water transport,
5382,2017,Prince Edward Island,"Interurban, charter and tour bus transport",
5383,2017,Prince Edward Island,Taxis,
5384,2017,Prince Edward Island,Vehicle rental,
5385,2017,Prince Edward Island,Vehicle repairs and parts,
5386,2017,Prince Edward Island,Vehicle fuel,
5387,2017,Prince Edward Island,Total accommodation,3.0
5388,2017,Prince Edward Island,Hotels,
5389,2017,Prince Edward Island,Motels,
5390,2017,Prince Edward Island,Camping,
5391,2017,Prince Edward Island,Other accommodation,
5392,2017,Prince Edward Island,Total food and beverage services,7.3
5393,2017,Prince Edward Island,Meals from accommodation,
5394,2017,Prince Edward Island,Meals from restaurants,
5395,2017,Prince Edward Island,Alcoholic beverages from accommodation,
5396,2017,Prince Edward Island,Alcoholic beverages from restaurants,
5397,2017,Prince Edward Island,Meals and alcoholic beverages from other tourism industries,
5398,2017,Prince Edward Island,Total other tourism products,3.7
5399,2017,Prince Edward Island,Recreation and entertainment,
5400,2017,Prince Edward Island,Travel services,
5401,2017,Prince Edward Island,Convention fees,
5402,2017,Prince Edward Island,Pre-trip expenses,
5403,2017,Prince Edward Island,Total other products,6.1
5404,2017,Prince Edward Island,Groceries,
5405,2017,Prince Edward Island,"Beer, wine, and liquor from stores",
5406,2017,Prince Edward Island,Urban transit and parking,
5407,2017,Prince Edward Island,Miscellaneous products,
5408,2017,Prince Edward Island,Total tourism expenditures,5.1
5409,2017,Prince Edward Island,Total tourism products,45.2
5410,2017,Prince Edward Island,Total transportation,28.7
5411,2017,Prince Edward Island,Passenger air transport,93.3
5412,2017,Prince Edward Island,Passenger rail transport,
5413,2017,Prince Edward Island,Passenger water transport,71.7
5414,2017,Prince Edward Island,"Interurban, charter and tour bus transport",89.9
5415,2017,Prince Edward Island,Taxis,26.8
5416,2017,Prince Edward Island,Vehicle rental,79.9
5417,2017,Prince Edward Island,Vehicle repairs and parts,22.6
5418,2017,Prince Edward Island,Vehicle fuel,23.1
5419,2017,Prince Edward Island,Total accommodation,96.0
5420,2017,Prince Edward Island,Hotels,96.2
5421,2017,Prince Edward Island,Motels,93.5
5422,2017,Prince Edward Island,Camping,94.2
5423,2017,Prince Edward Island,Other accommodation,96.9
5424,2017,Prince Edward Island,Total food and beverage services,45.3
5425,2017,Prince Edward Island,Meals from accommodation,44.6
5426,2017,Prince Edward Island,Meals from restaurants,44.5
5427,2017,Prince Edward Island,Alcoholic beverages from accommodation,50.6
5428,2017,Prince Edward Island,Alcoholic beverages from restaurants,50.6
5429,2017,Prince Edward Island,Meals and alcoholic beverages from other tourism industries,46.0
5430,2017,Prince Edward Island,Total other tourism products,73.9
5431,2017,Prince Edward Island,Recreation and entertainment,62.1
5432,2017,Prince Edward Island,Travel services,98.0
5433,2017,Prince Edward Island,Convention fees,96.2
5434,2017,Prince Edward Island,Pre-trip expenses,100.0
5435,2017,Prince Edward Island,Total other products,1.6
5436,2017,Prince Edward Island,Groceries,14.3
5437,2017,Prince Edward Island,"Beer, wine, and liquor from stores",14.7
5438,2017,Prince Edward Island,Urban transit and parking,13.2
5439,2017,Prince Edward Island,Miscellaneous products,1.0
5440,2017,Nova Scotia,Total tourism expenditures,74076.9
5441,2017,Nova Scotia,Total tourism products,5633.9
5442,2017,Nova Scotia,Total transportation,2622.5
5443,2017,Nova Scotia,Passenger air transport,268.4
5444,2017,Nova Scotia,Passenger rail transport,8.1
5445,2017,Nova Scotia,Passenger water transport,43.0
5446,2017,Nova Scotia,"Interurban, charter and tour bus transport",35.2
5447,2017,Nova Scotia,Taxis,40.9
5448,2017,Nova Scotia,Vehicle rental,131.8
5449,2017,Nova Scotia,Vehicle repairs and parts,795.4
5450,2017,Nova Scotia,Vehicle fuel,1299.7
5451,2017,Nova Scotia,Total accommodation,396.3
5452,2017,Nova Scotia,Hotels,317.6
5453,2017,Nova Scotia,Motels,31.8
5454,2017,Nova Scotia,Camping,18.7
5455,2017,Nova Scotia,Other accommodation,28.2
5456,2017,Nova Scotia,Total food and beverage services,1945.3
5457,2017,Nova Scotia,Meals from accommodation,55.5
5458,2017,Nova Scotia,Meals from restaurants,1633.0
5459,2017,Nova Scotia,Alcoholic beverages from accommodation,11.7
5460,2017,Nova Scotia,Alcoholic beverages from restaurants,185.9
5461,2017,Nova Scotia,Meals and alcoholic beverages from other tourism industries,59.2
5462,2017,Nova Scotia,Total other tourism products,669.8
5463,2017,Nova Scotia,Recreation and entertainment,430.9
5464,2017,Nova Scotia,Travel services,90.3
